ANALYSIS PROGRAM,1281
CIVIL INFRASTRUCTURE SYSTEMS,1631
ALGEBRA,NUMBER THEORY,AND COM,1264
MATERIALS AND SURFACE ENG,1633
NANOMANUFACTURING,1788
ALGEBRA,NUMBER THEORY,AND COM,1264
NANOMANUFACTURING,1788
SENSORS AND SENSING SYSTEMS,1639
MATERIALS PROCESSING AND MANFG,1467
MATERIALS AND SURFACE ENG,1633
SENSORS AND SENSING SYSTEMS,1639
INFRAST MGMT & EXTREME EVENTS,1638
SOLID STATE & MATERIALS CHEMIS,1762
ANALYSIS PROGRAM,1281
MECHANICS OF MATERIALS,1630
ANALYSIS PROGRAM,1281
FOUNDATIONS,1268
MATERIALS PROCESSING AND MANFG,1467
MATHEMATICAL BIOLOGY,7334
NANOMANUFACTURING,1788
MANFG ENTERPRISE SYSTEMS,1786
STRUCTURAL MATERIALS AND MECH,1635
MATERIALS AND SURFACE ENG,1633
MATERIALS AND SURFACE ENG,1633
GRANT OPP FOR ACAD LIA W/INDUS,1504
MATERIALS AND SURFACE ENG,1633
RES EXP FOR TEACHERS(RET)-SITE,1359
ANALYSIS PROGRAM,1281
HAZARD MIT & STRUCTURAL ENG,1637
ALGEBRA,NUMBER THEORY,AND COM,1264
Biomechanics & Mechanobiology,7479
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
OPERATIONS RESEARCH,5514
ENGINEERING DESIGN AND INNOVAT,1464
ANALYSIS PROGRAM,1281
GEOMETRIC ANALYSIS,1265
SERVICE ENTERPRISE SYSTEMS,1787
GRANT OPP FOR ACAD LIA W/INDUS,1504
SENSORS AND SENSING SYSTEMS,1639
CONTROL SYSTEMS,1632
RES EXP FOR TEACHERS(RET)-SITE,1359
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
RES EXP FOR TEACHERS(RET)-SITE,1359
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
Combinatorics,7970
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
NANOMANUFACTURING,1788
SENSORS AND SENSING SYSTEMS,1639
ENGINEERING DESIGN AND INNOVAT,1464
INFO INTEGRATION & INFORMATICS,7364
GEOTECHNICAL ENGINEERING,1636
ENGINEERING DESIGN AND INNOVAT,1464
ANALYSIS PROGRAM,1281
Combinatorics,7970
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
HAZARD MIT & STRUCTURAL ENG,1637
DYNAMICAL SYSTEMS,7478
Biomechanics & Mechanobiology,7479
DYNAMICAL SYSTEMS,7478
Biomechanics & Mechanobiology,7479
MATERIALS PROCESSING AND MANFG,1467
NANOMANUFACTURING,1788
MECHANICS OF MATERIALS,1630
HAZARD MIT & STRUCTURAL ENG,1637
ALGEBRA,NUMBER THEORY,AND COM,1264
PROBABILITY,1263
SERVICE ENTERPRISE SYSTEMS,1787
AISL,7259
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
RES EXP FOR TEACHERS(RET)-SITE,1359
ANALYSIS PROGRAM,1281
NANOMANUFACTURING,1788
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
HAZARD MIT & STRUCTURAL ENG,1637
ANALYSIS PROGRAM,1281
COLLABORATIVE RESEARCH,7298
ALGEBRA,NUMBER THEORY,AND COM,1264
OPERATIONS RESEARCH,5514
ANALYSIS PROGRAM,1281
MECHANICS OF MATERIALS,1630
RES EXP FOR TEACHERS(RET)-SITE,1359
OPERATIONS RESEARCH,5514
STRUCTURAL MATERIALS AND MECH,1635
ALGEBRA,NUMBER THEORY,AND COM,1264
RES EXP FOR TEACHERS(RET)-SITE,1359
MECHANICS OF MATERIALS,1630
ANALYSIS PROGRAM,1281
Biomechanics & Mechanobiology,7479
ENGINEERING DESIGN AND INNOVAT,1464
OPERATIONS RESEARCH,5514
BIOLOGICAL RESEARCH COLLECTION,1197
ALGEBRA,NUMBER THEORY,AND COM,1264
RES EXP FOR TEACHERS(RET)-SITE,1359
ECOSYSTEM STUDIES,1181
GRANT OPP FOR ACAD LIA W/INDUS,1504
HAZARD MIT & STRUCTURAL ENG,1637
CIVIL INFRASTRUCTURE SYSTEMS,1631
MATERIALS PROCESSING AND MANFG,1467
GEOTECHNICAL ENGINEERING,1636
SENSORS AND SENSING SYSTEMS,1639
ENGINEERING DESIGN AND INNOVAT,1464
MATHEMATICAL BIOLOGY,7334
APPLIED MATHEMATICS,1266
PHYSICS OF LIVING SYSTEMS,7246
Biomechanics & Mechanobiology,7479
AISL,7259
FOUNDATIONS,1268
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
GRAVITATIONAL THEORY,1244
ALGEBRA,NUMBER THEORY,AND COM,1264
FOUNDATIONS,1268
FOUNDATIONS,1268
MATHEMATICAL PHYSICS,1287
ELECT, PHOTONICS, & MAG DEVICE,1517
ANALYSIS PROGRAM,1281
ELECT, PHOTONICS, & MAG DEVICE,1517
Combinatorics,7970
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
Combinatorics,7970
FOUNDATIONS,1268
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
FOUNDATIONS,1268
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
APPLIED MATHEMATICS,1266
GEOMETRIC ANALYSIS,1265
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
Combinatorics,7970
OFFICE OF MULTIDISCIPLINARY AC,1253
ANALYSIS PROGRAM,1281
GEOTECHNICAL ENGINEERING,1636
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
GEOMETRIC ANALYSIS,1265
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
SEDIMENTARY GEO & PALEOBIOLOGY,7459
ALGEBRA,NUMBER THEORY,AND COM,1264
METAL & METALLIC NANOSTRUCTURE,1771
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
CATALYSIS AND BIOCATALYSIS,1401
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
FOUNDATIONS,1268
ANALYSIS PROGRAM,1281
OFFICE OF MULTIDISCIPLINARY AC,1253
GEOMETRIC ANALYSIS,1265
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
APPLIED MATHEMATICS,1266
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
FOUNDATIONS,1268
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
PROBABILITY,1263
EVOLUTIONARY ECOLOGY,7377
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
ANALYSIS PROGRAM,1281
OFFICE OF MULTIDISCIPLINARY AC,1253
ALGEBRA,NUMBER THEORY,AND COM,1264
OPPORT FOR ENHANCING DIVERSITY,1697
ALGEBRA,NUMBER THEORY,AND COM,1264
ALGEBRA,NUMBER THEORY,AND COM,1264
PARTICULATE &MULTIPHASE PROCES,1415
Catalyzing New Intl Collab,7299
ENERGY,POWER,ADAPTIVE SYS,7607
COMMS, CIRCUITS & SENS SYS,7564
OPPORT FOR ENHANCING DIVERSITY,1697
ELECT, PHOTONICS, & MAG DEVICE,1517
Combinatorics,7970
ELECT, PHOTONICS, & MAG DEVICE,1517
SPECIAL STUDIES AND ANALYSES,1385
COMMS, CIRCUITS & SENS SYS,7564
COMPUTATIONAL MATHEMATICS,1271
EVOLUTIONARY GENETICS,7378
AERONOMY,1521
ELECT, PHOTONICS, & MAG DEVICE,1517
OPPORT FOR ENHANCING DIVERSITY,1697
SOLID STATE & MATERIALS CHEMIS,1762
AON IMPLEMENTATION,5293
SYMBIOSIS DEF & SELF RECOG,7656
ANALYSIS PROGRAM,1281
Dimensions of Biodiversity,7968
COMMS, CIRCUITS & SENS SYS,7564
ENERGY,POWER,ADAPTIVE SYS,7607
OPPORT FOR ENHANCING DIVERSITY,1697
OPPORT FOR ENHANCING DIVERSITY,1697
COMMS, CIRCUITS & SENS SYS,7564
COMMS, CIRCUITS & SENS SYS,7564
POST DOC/TRAVEL,5247
ELECT, PHOTONICS, & MAG DEVICE,1517
SOFTWARE & HARDWARE FOUNDATION,7798
GRANT OPP FOR ACAD LIA W/INDUS,1504
ANALYSIS PROGRAM,1281
GEOGRAPHY AND SPATIAL SCIENCES,1352
PLASMA PHYSICS,1242
ANALYSIS PROGRAM,1281
GEOGRAPHY AND SPATIAL SCIENCES,1352
ELECT, PHOTONICS, & MAG DEVICE,1517
BIOLOGICAL RESEARCH COLLECTION,1197
ELECT, PHOTONICS, & MAG DEVICE,1517
MATHEMATICAL BIOLOGY,7334
COMMS, CIRCUITS & SENS SYS,7564
ANALYSIS PROGRAM,1281
ALGEBRA,NUMBER THEORY,AND COM,1264
CRCNS,7327
PETROLOGY AND GEOCHEMISTRY,1573
ELECT, PHOTONICS, & MAG DEVICE,1517
ELECT, PHOTONICS, & MAG DEVICE,1517
DISCOVERY RESEARCH K-12,7645
BIOMEDICAL ENGINEERING,5345
BE-UF: ECOL OF INFECTIOUS DISE,7308
GEOMETRIC ANALYSIS,1265
TRUSTWORTHY COMPUTING,7795
SPECIAL STUDIES AND ANALYSES,1385
INSTRUMENTATION & FACILITIES,1580
BM Gates Foundation,8288
Enviro Health & Safety of Nano,1179
SOLID STATE & MATERIALS CHEMIS,1762
ENERGY,POWER,ADAPTIVE SYS,7607
ENERGY,POWER,ADAPTIVE SYS,7607
ELEMENTARY PARTICLE ACCEL USER,1221
ELECT, PHOTONICS, & MAG DEVICE,1517
PLASMA PHYSICS,1242
ALLIANCES-MINORITY PARTICIPAT.,9133
ALLIANCES-MINORITY PARTICIPAT.,9133
ENERGY,POWER,ADAPTIVE SYS,7607
COMMS, CIRCUITS & SENS SYS,7564
PLASMA PHYSICS,1242
COMMS, CIRCUITS & SENS SYS,7564
PLASMA PHYSICS,1242
ALLIANCES-MINORITY PARTICIPAT.,9133
ARCTIC SYSTEM SCIENCE PROGRAM,5219
CERAMICS,1774
PLASMA PHYSICS,1242
AERONOMY,1521
ELEMENTARY PARTICLE ACCEL USER,1221
CONDENSED MATTER PHYSICS,1710
GRANT OPP FOR ACAD LIA W/INDUS,1504
ELECT, PHOTONICS, & MAG DEVICE,1517
ENERGY,POWER,ADAPTIVE SYS,7607
ANALYSIS PROGRAM,1281
COMMS, CIRCUITS & SENS SYS,7564
ATMOSPHERIC CHEMISTRY,1524
ELECT, PHOTONICS, & MAG DEVICE,1517
COMMS, CIRCUITS & SENS SYS,7564
Genetic Mechanisms,1112
ELECT, PHOTONICS, & MAG DEVICE,1517
GRANT OPP FOR ACAD LIA W/INDUS,1504
ENERGY,POWER,ADAPTIVE SYS,7607
COMMS, CIRCUITS & SENS SYS,7564
ROBUST INTELLIGENCE,7495
SOLAR-TERRESTRIAL,1523
ELECT, PHOTONICS, & MAG DEVICE,1517
PLASMA PHYSICS,1242
COMMS, CIRCUITS & SENS SYS,7564
ALLIANCES-MINORITY PARTICIPAT.,9133
ELECT, PHOTONICS, & MAG DEVICE,1517
ELECT, PHOTONICS, & MAG DEVICE,1517
GRANT OPP FOR ACAD LIA W/INDUS,1504
COMMS, CIRCUITS & SENS SYS,7564
TOPOLOGY,1267
PALEOCLIMATE PROGRAM,1530
ENERGY,POWER,ADAPTIVE SYS,7607
ASTROPHYSICS & COSMOLOGY THEOR,1288
ENERGY,POWER,ADAPTIVE SYS,7607
ENERGY,POWER,ADAPTIVE SYS,7607
PLASMA PHYSICS,1242
ELECT, PHOTONICS, & MAG DEVICE,1517
COMMS, CIRCUITS & SENS SYS,7564
ELECT, PHOTONICS, & MAG DEVICE,1517
PLASMA PHYSICS,1242
ENERGY,POWER,ADAPTIVE SYS,7607
MAGNETOSPHERIC PHYSICS,5750
COMMS, CIRCUITS & SENS SYS,7564
ELECT, PHOTONICS, & MAG DEVICE,1517
COMMS, CIRCUITS & SENS SYS,7564
ALGEBRA,NUMBER THEORY,AND COM,1264
COMMS, CIRCUITS & SENS SYS,7564
ELECT, PHOTONICS, & MAG DEVICE,1517
ELECT, PHOTONICS, & MAG DEVICE,1517
ELECT, PHOTONICS, & MAG DEVICE,1517
FOUNDATIONS,1268
COMMS, CIRCUITS & SENS SYS,7564
SOLAR-TERRESTRIAL,1523
PLASMA PHYSICS,1242
TOPOLOGY,1267
Combinatorics,7970
PRES AWDS FOR EXCELL IN SCI,1593
ENERGY,POWER,ADAPTIVE SYS,7607
ELECT, PHOTONICS, & MAG DEVICE,1517
ENERGY,POWER,ADAPTIVE SYS,7607
SPECIAL STUDIES AND ANALYSES,1385
COMPUTER SYSTEMS,7354
ENERGY,POWER,ADAPTIVE SYS,7607
ENERGY,POWER,ADAPTIVE SYS,7607
ARCHAEOLOGY,1391
COLLABORATIVE RESEARCH,7298
BIOMEDICAL ENGINEERING,5345
ELECT, PHOTONICS, & MAG DEVICE,1517
CHEMICAL & BIOLOGICAL SEPAR,1417
ELECT, PHOTONICS, & MAG DEVICE,1517
GRANT OPP FOR ACAD LIA W/INDUS,1504
ALLIANCES-MINORITY PARTICIPAT.,9133
ELECT, PHOTONICS, & MAG DEVICE,1517
ALLIANCES-MINORITY PARTICIPAT.,9133
COMMS, CIRCUITS & SENS SYS,7564
ENERGY,POWER,ADAPTIVE SYS,7607
COMMS, CIRCUITS & SENS SYS,7564
ALLIANCES-MINORITY PARTICIPAT.,9133
ENERGY,POWER,ADAPTIVE SYS,7607
ALLIANCES-MINORITY PARTICIPAT.,9133
SPECIAL STUDIES AND ANALYSES,1385
GRANT OPP FOR ACAD LIA W/INDUS,1504
STRUCTURAL MATERIALS AND MECH,1635
CERAMICS,1774
MAGNETOSPHERIC PHYSICS,5750
PLASMA PHYSICS,1242
ENERGY,POWER,ADAPTIVE SYS,7607
ELECT, PHOTONICS, & MAG DEVICE,1517
ALLIANCES-MINORITY PARTICIPAT.,9133
PLASMA PHYSICS,1242
ALLIANCES-MINORITY PARTICIPAT.,9133
COMMS, CIRCUITS & SENS SYS,7564
ELECT, PHOTONICS, & MAG DEVICE,1517
ELECT, PHOTONICS, & MAG DEVICE,1517
SOLAR-TERRESTRIAL,1523
Biodiversity: Discov &Analysis,1198
MINORITY POSTDOC RSRCH FLW-NEW,1157
ARCTIC SOCIAL SCIENCES,5221
GEOSCIENCE EDUCATION,1733
Front in Earth Sys Dynamics,8016
SOCIOLOGY,1331
GEO TEACH,7611
Combinatorics,7970
ANALYTICAL SEPARATIONS & MEAS.,1974
Molecular Biophysics,1144
GLOB LEARN & OBSER TO BEN ENVI,1053
REAL,7625
ANALYSIS PROGRAM,1281
BIOLOGICAL RESEARCH COLLECTION,1197
GEOPHYSICS,1574
NSF ASTRON & ASTROPHY PSTDC FE,1609
MATHEMATICAL PHYSICS,1287
PALEOCLIMATE PROGRAM,1530
NSF ASTRON & ASTROPHY PSTDC FE,1609
GEOSCIENCE EDUCATION,1733
NPGI PostDoc Rsrch Fellowship,8105
ALGEBRA,NUMBER THEORY,AND COM,1264
FED CYBER SERV: SCHLAR FOR SER,1668
Combinatorics,7970
ARCTIC SOCIAL SCIENCES,5221
SOCIOLOGY,1331
NSF ASTRON & ASTROPHY PSTDC FE,1609
GEOGRAPHY AND SPATIAL SCIENCES,1352
GEOSCIENCE EDUCATION,1733
BIOLOGICAL RESEARCH COLLECTION,1197
SOCIOLOGY,1331
GRAVITATIONAL THEORY,1244
OPPORT FOR ENHANCING DIVERSITY,1697
GEO TEACH,7611
GLOB LEARN & OBSER TO BEN ENVI,1053
Combinatorics,7970
OPPORT FOR ENHANCING DIVERSITY,1697
GEOPHYSICS,1574
BIOMATERIALS PROGRAM,7623
INFO INTEGRATION & INFORMATICS,7364
GEOGRAPHY AND SPATIAL SCIENCES,1352
SOCIOLOGY,1331
NANOMANUFACTURING,1788
GEO TEACH,7611
ARCTIC SOCIAL SCIENCES,5221
ALGEBRA,NUMBER THEORY,AND COM,1264
GLOB LEARN & OBSER TO BEN ENVI,1053
GEO TEACH,7611
PHYSICS EDUC & INTERDISCIP RES,9134
GEO TEACH,7611
Manufacturing Machines & Equip,1468
Manufacturing Machines & Equip,1468
TOPOLOGY,1267
POP & COMMUNITY ECOL PROG,1182
POP & COMMUNITY ECOL PROG,1182
SPECIAL STUDIES AND ANALYSES,1385
UNDERGROUND PHYSICS,7235
SOCIOLOGY,1331
NSF ASTRON & ASTROPHY PSTDC FE,1609
ARCHAEOLOGY,1391
NSF ASTRON & ASTROPHY PSTDC FE,1609
SOCIOLOGY,1331
GEOSCIENCE EDUCATION,1733
BIOMATERIALS PROGRAM,7623
GEOGRAPHY AND SPATIAL SCIENCES,1352
MAGNETOSPHERIC PHYSICS,5750
GEOGRAPHY AND SPATIAL SCIENCES,1352
GEO TEACH,7611
ARCTIC NATURAL SCIENCES,5280
CONDENSED MATTER PHYSICS,1710
GRANT OPP FOR ACAD LIA W/INDUS,1504
GLOB LEARN & OBSER TO BEN ENVI,1053
SOFTWARE & HARDWARE FOUNDATION,7798
GEO-LSAMP LINKAGES,7622
NSF ASTRON & ASTROPHY PSTDC FE,1609
GEO-LSAMP LINKAGES,7622
PRECISION MEASUREMENTS,1289
NSF ASTRON & ASTROPHY PSTDC FE,1609
GEOSCIENCE EDUCATION,1733
GEOSCIENCE EDUCATION,1733
GEOSCIENCE EDUCATION,1733
NSF ASTRON & ASTROPHY PSTDC FE,1609
NSF ASTRON & ASTROPHY PSTDC FE,1609
STATISTICS,1269
GEO TEACH,7611
AON IMPLEMENTATION,5293
NUCLEAR STRUCTURE & REACTIONS,1233
GEOGRAPHY AND SPATIAL SCIENCES,1352
SOCIOLOGY,1331
MECHANICS OF MATERIALS,1630
BIOLOGICAL RESEARCH COLLECTION,1197
RES ON GENDER IN SCI & ENGINE,1544
GEOMETRIC ANALYSIS,1265
ARCTIC SOCIAL SCIENCES,5221
SOCIOLOGY,1331
POLYMERS,1773
SOCIOLOGY,1331
ARCHAEOLOGY,1391
AON IMPLEMENTATION,5293
SYMBIOSIS DEF & SELF RECOG,7656
RES ON GENDER IN SCI & ENGINE,1544
Oceans and Human Health,8028
Combinatorics,7970
PALEOCLIMATE PROGRAM,1530
RES ON GENDER IN SCI & ENGINE,1544
SOCIOLOGY,1331
ALGEBRA,NUMBER THEORY,AND COM,1264
OFFICE OF MULTIDISCIPLINARY AC,1253
GEOGRAPHY AND SPATIAL SCIENCES,1352
PARTICULATE &MULTIPHASE PROCES,1415
OFFICE OF MULTIDISCIPLINARY AC,1253
ARCTIC SOCIAL SCIENCES,5221
MAGNETOSPHERIC PHYSICS,5750
ARCTIC SYSTEM SCIENCE PROGRAM,5219
ADVANCED TECH EDUCATION PROG,7412
PROBABILITY,1263
GEOGRAPHY AND SPATIAL SCIENCES,1352
SPECIAL PROJECTS - CISE,1714
ARCTIC SOCIAL SCIENCES,5221
GEO TEACH,7611
NEES RESEARCH,7396
STATISTICS,1269
BIOLOGICAL RESEARCH COLLECTION,1197
ATOMIC THEORY,1284
MAGNETOSPHERIC PHYSICS,5750
RES ON GENDER IN SCI & ENGINE,1544
COMPUTATIONAL MATHEMATICS,1271
GEOGRAPHY AND SPATIAL SCIENCES,1352
ARCTIC NATURAL SCIENCES,5280
BIOLOGICAL RESEARCH COLLECTION,1197
MAGNETOSPHERIC PHYSICS,5750
AON IMPLEMENTATION,5293
ARCTIC SYSTEM SCIENCE PROGRAM,5219
ARCTIC SYSTEM SCIENCE PROGRAM,5219
SOCIOLOGY,1331
ARCTIC SOCIAL SCIENCES,5221
ARCTIC SOCIAL SCIENCES,5221
BIOLOGICAL RESEARCH COLLECTION,1197
TECTONICS,1572
SOCIOLOGY,1331
CONDENSED MATTER & MAT THEORY,1765
SOCIOLOGY,1331
MARINE GEOLOGY AND GEOPHYSICS,1620
MAGNETOSPHERIC PHYSICS,5750
PALEOCLIMATE PROGRAM,1530
ARCTIC SYSTEM SCIENCE PROGRAM,5219
BIOLOGICAL RESEARCH COLLECTION,1197
SOCIOLOGY,1331
SOCIOLOGY,1331
PALEOCLIMATE PROGRAM,1530
BIOLOGICAL RESEARCH COLLECTION,1197
SOCIOLOGY,1331
GEOGRAPHY AND SPATIAL SCIENCES,1352
POLITICAL SCIENCE,1371
SOCIOLOGY,1331
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
SOCIOLOGY,1331
ARCTIC SYSTEM SCIENCE PROGRAM,5219
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
ARCTIC NATURAL SCIENCES,5280
ARCTIC NATURAL SCIENCES,5280
ARCTIC SYSTEM SCIENCE PROGRAM,5219
SOCIOLOGY,1331
PALEOCLIMATE PROGRAM,1530
PALEOCLIMATE PROGRAM,1530
GEOGRAPHY AND SPATIAL SCIENCES,1352
ARCTIC SYSTEM SCIENCE PROGRAM,5219
Systems and Synthetic Biology,8011
ARCTIC SYSTEM SCIENCE PROGRAM,5219
GEOGRAPHY AND SPATIAL SCIENCES,1352
BIOLOGICAL RESEARCH COLLECTION,1197
Human-Centered Computing,7367
MAGNETOSPHERIC PHYSICS,5750
ARCHAEOLOGY,1391
ALGEBRA,NUMBER THEORY,AND COM,1264
SOCIOLOGY,1331
CONDENSED MATTER & MAT THEORY,1765
BIOLOGICAL RESEARCH COLLECTION,1197
ARCTIC SYSTEM SCIENCE PROGRAM,5219
ARCTIC NATURAL SCIENCES,5280
ADVANCED TECH EDUCATION PROG,7412
AON IMPLEMENTATION,5293
BIOLOGICAL RESEARCH COLLECTION,1197
MAGNETOSPHERIC PHYSICS,5750
SYMBIOSIS DEF & SELF RECOG,7656
GEOGRAPHY AND SPATIAL SCIENCES,1352
BIOLOGICAL RESEARCH COLLECTION,1197
ATMOSPHERIC CHEMISTRY,1524
ARCTIC SYSTEM SCIENCE PROGRAM,5219
GEOGRAPHY AND SPATIAL SCIENCES,1352
GLOBAL CHANGE,1577
Enviro Health & Safety of Nano,1179
GEOGRAPHY AND SPATIAL SCIENCES,1352
ARCTIC SYSTEM SCIENCE PROGRAM,5219
STRATEGIC TECHNOLOGIES FOR CI,7684
ADVANCED TECH EDUCATION PROG,7412
BIOLOGICAL RESEARCH COLLECTION,1197
GEOGRAPHY AND SPATIAL SCIENCES,1352
GEOGRAPHY AND SPATIAL SCIENCES,1352
AON IMPLEMENTATION,5293
GEOGRAPHY AND SPATIAL SCIENCES,1352
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
COLLABORATIVE RESEARCH,7298
GEOGRAPHY AND SPATIAL SCIENCES,1352
BIOLOGICAL RESEARCH COLLECTION,1197
BIOLOGICAL RESEARCH COLLECTION,1197
GEOGRAPHY AND SPATIAL SCIENCES,1352
GLOBAL CHANGE,1577
GEOGRAPHY AND SPATIAL SCIENCES,1352
ARCTIC NATURAL SCIENCES,5280
MAGNETOSPHERIC PHYSICS,5750
GEOGRAPHY AND SPATIAL SCIENCES,1352
ARCTIC NATURAL SCIENCES,5280
PALEOCLIMATE PROGRAM,1530
Combinatorics,7970
PALEOCLIMATE PROGRAM,1530
MAGNETOSPHERIC PHYSICS,5750
SOCIOLOGY,1331
SOCIOLOGY,1331
MAGNETOSPHERIC PHYSICS,5750
AON IMPLEMENTATION,5293
MAGNETOSPHERIC PHYSICS,5750
CLIMATE & LARGE-SCALE DYNAMICS,5740
ARCTIC SOCIAL SCIENCES,5221
ARCTIC SOCIAL SCIENCES,5221
ARCTIC SYSTEM SCIENCE PROGRAM,5219
ARCTIC NATURAL SCIENCES,5280
ECOSYSTEM STUDIES,1181
MARINE GEOLOGY AND GEOPHYSICS,1620
AGS,6897
ADVANCED TECH EDUCATION PROG,7412
CONDENSED MATTER & MAT THEORY,1765
ARCTIC SOCIAL SCIENCES,5221
ARCTIC SYSTEM SCIENCE PROGRAM,5219
